29.3148	16.6992
26.4892	212.0054
6.2786	333.4350
15.1207	248.1986
49.9924	308.1572
0.0000	0.0000
6.2785	333.4349
42.2113	183.8141
26.4892	302.0054
15.8836	315.0000
2.8078	180.0000
16.3724	300.9637
20.4415	15.9454
11.2314	180.0000
11.5771	194.0363
6.2785	153.4349
7.9418	225.0000
8.8792	288.4349
3.9709	135.0000
6.2786	333.4350
15.1207	21.8014
11.5771	165.9638
2.8078	180.0000
11.2314	270.0000
10.1239	326.3100
11.5771	284.0362
21.3840	293.1986
8.4236	270.0000
7.9418	315.0000
16.3724	300.9638
6.2785	296.5651
11.9127	225.0000
33.8110	318.3665
14.3173	348.6901
17.7584	341.5651
18.8356	153.4349
16.3724	210.9638
20.4415	195.9454
8.8792	18.4349
18.8356	296.5651
17.0795	99.4623
23.9903	20.5560
15.1207	68.1986
28.0785	0.0000
25.4262	6.3402
8.8792	18.4349
18.8356	296.5650
25.8871	257.4712
17.0795	9.4623
8.8792	108.4349
11.9127	225.0000
15.8836	315.0000
18.8356	333.4349
11.9127	315.0000
7.9418	315.0000
6.2786	333.4350
8.4236	270.0000
6.2786	333.4350
11.5771	345.9638
22.6376	352.8750
11.2314	270.0000
12.5571	296.5651
2.8079	90.0000
3.9709	45.0000
0.0000	0.0000
25.4262	353.6598
17.0795	350.5377
19.8545	45.0000
15.8836	315.0000
28.2186	95.7106
2.8078	180.0000
20.4415	195.9454
14.3173	348.6901
16.3724	329.0362
11.9127	315.0000
12.5571	296.5651
7.9418	225.0001
12.5571	63.4349
16.3724	329.0362
17.7584	288.4350
14.3173	258.6900
10.1239	326.3099
8.8792	288.4349
15.1207	291.8014
16.3724	149.0362
3.9709	315.0000
28.9086	330.9454
6.2786	63.4350
21.9300	320.1944
15.8836	315.0000
2.8078	180.0000
28.9086	299.0546
11.5771	284.0362
10.1238	213.6901
17.0795	350.5377
3.9709	135.0000
14.3173	101.3100
12.5571	243.4349
8.8792	71.5651
10.1238	33.6901
15.8836	315.0000
14.3173	168.6900
10.1239	236.3100
17.0795	99.4624
17.9790	308.6598
15.8836	315.0000
8.8792	341.5651
42.2113	183.8141
32.7449	149.0362
12.5571	206.5651
43.9498	153.4350
8.4236	0.0000
15.1207	291.8014
3.9709	315.0000
3.9709	315.0000
2.8078	0.0000
5.6157	270.0000
26.4892	122.0054
14.0392	306.8699
21.3840	293.1986
2.8078	270.0000
20.4415	195.9454
19.8545	188.1301
2.8079	180.0000
25.4262	353.6598
14.3173	101.3099
16.3724	300.9637
8.8792	288.4349
5.6157	90.0000
6.2786	296.5650
11.2314	270.0000
22.6376	97.1250
3.9709	315.0000
7.9418	315.0000
8.8792	341.5651
31.7672	135.0000
5.6157	0.0000
2.8078	90.0000
6.2785	63.4349
11.5771	14.0362
11.9127	45.0000
3.9709	135.0000
15.8836	171.8699
11.2314	0.0000
47.6508	315.0000
25.7295	24.7751
5.6827	161.5651
33.1355	229.3987
10.9309	350.5377
5.0827	44.9999
4.0183	116.5650
17.0481	18.4349
17.9702	36.8699
19.8488	264.8056
13.6857	336.8014
9.1631	258.6901
4.0183	296.5651
12.0548	333.4350
19.9721	300.2564
13.0182	353.6598
6.0993	45.0001
18.1846	71.5650
46.7613	45.0000
21.7551	187.5946
12.8585	296.5650
20.1779	85.9144
5.7505	0.0000
10.9486	156.8014
0.0000	0.0000
31.8231	108.4350
55.9934	60.8025
39.5541	109.0935
25.5961	141.8428
41.8641	344.0546
30.5642	138.8141
39.4757	123.1113
27.9135	101.8887
18.9089	98.7462
23.1809	82.8750
8.3827	329.0362
19.5537	107.1027
16.0731	10.3048
33.9291	143.6156
20.3310	171.8699
5.1834	213.6901
7.1881	270.0000
16.8269	19.9831
9.6438	26.5651
17.3708	155.5560
8.1324	45.0000
20.4324	140.7106
10.0633	90.0000
30.4965	45.0000
5.1834	236.3099
18.1846	71.5651
16.8269	109.9831
24.5661	339.4440
20.3310	98.1301
29.9149	125.2176
11.2282	230.1944
3.2146	206.5651
22.7308	341.5651
6.0993	134.9999
24.0989	107.3540
36.6523	25.5600
7.3305	101.3099
34.7416	114.4439
30.9673	111.8014
11.2282	129.8055
9.2053	128.6598
11.2282	140.1944
49.4675	144.4623
20.5836	204.7751
31.1005	146.3099
4.0662	315.0000
41.4673	123.6901
12.9386	180.0000
17.4894	170.5377
23.1809	172.8750
17.5484	124.9920
18.9089	171.2538
13.0182	83.6598
35.7097	40.1009
26.7413	126.2538
60.0428	221.2847
48.8805	211.1850
52.5575	199.5731
36.9923	149.6209
42.0483	132.8789
23.5507	37.4053
5.5023	53.1301
19.2186	76.7595
37.5608	95.0425
21.7043	149.5344
11.6980	228.8141
23.2141	148.5704
17.2248	206.5650
16.5434	183.8141
12.3034	116.5650
9.8428	333.4350
10.1457	257.4712
34.2734	222.3974
23.1357	205.3462
22.6597	150.9454
13.9198	161.5651
9.8428	206.5651
16.3594	70.3462
32.7188	132.2737
15.6404	140.7106
15.4063	180.0000
9.9041	180.0000
13.3876	350.5377
14.4742	261.2539
14.3059	270.0000
14.3059	112.6199
16.3594	109.6538
12.1050	90.0000
10.4398	198.4349
3.4799	161.5651
5.5023	233.1301
5.5023	233.1301
18.4470	72.6460
9.4665	125.5377
8.5965	90.0000
16.1184	143.1301
4.4305	194.0362
24.4320	46.7357
39.8927	85.4860
21.4734	136.9749
21.0614	153.4349
17.2602	104.0363
15.7331	93.8141
25.3127	82.8750
