-7.273	1.801
-7.033	1.724
-6.954	1.778
-6.051	2.693
-6.566	2.030
-6.702	1.347
-6.947	1.440
-6.794	1.749
-7.290	1.757
-7.271	0.417
-6.062	0.259
-6.913	0.564
-7.854	-0.844
-7.075	0.316
-7.202	0.313
-8.999	0.946
-6.132	0.680
-7.740	0.668
-7.018	1.130
-7.201	0.281
-6.215	0.506
-6.725	0.293
-6.997	0.676
-5.455	0.921
-5.166	-0.327
-5.197	0.050
-4.892	-0.857
-3.739	-0.765
-4.423	-0.011
-3.703	-0.611
-4.520	-0.292
-4.664	-0.062
-4.383	-0.584
-4.314	-0.863
-5.327	-0.040
-5.528	-0.967
-6.346	-0.407
-6.029	-0.361
-6.198	-0.773
-7.062	-0.449
-7.755	-0.041
-7.714	-0.934
-6.963	-0.310
-6.253	-0.116
-6.451	-0.176
-6.019	0.656
-6.820	0.611
-6.981	0.818
-7.866	-0.994
-7.070	0.588
-7.337	0.577
-7.148	0.030
-8.253	0.177
-7.980	0.902
-7.209	0.094
-7.006	0.552
-7.381	0.944
-7.557	0.427
-7.851	0.893
-6.947	0.763
-7.426	0.709
-7.377	0.359
-6.218	0.183
-7.416	0.516
-7.719	0.396
-7.343	0.752
-8.374	0.580
-8.659	0.229
-9.197	0.731
-8.753	0.769
-7.514	0.661
-8.506	0.560
-8.810	0.749
-8.359	0.280
-8.008	0.150
-8.749	0.941
-8.508	0.731
-8.243	0.919
-7.021	0.508
-7.484	0.168
-8.422	0.415
-8.592	0.118
-7.322	0.481
-7.488	0.124
-7.599	0.943
-7.254	0.465
-7.256	0.200
-7.866	0.418
-8.494	0.361
-7.867	0.807
-7.964	0.341
-7.173	0.801
-8.980	0.489
-7.711	0.096
-7.635	0.315
-7.044	0.369
-7.100	0.258
-7.662	0.193
-7.393	1.465
-7.651	0.353
-7.113	1.156
-7.233	1.778
-7.169	1.619
-7.579	1.852
-7.972	1.658
-7.789	1.251
-7.696	1.723
-7.847	0.793
-6.552	1.735
-7.964	1.431
-6.680	1.658
-6.967	1.730
-6.431	1.541
-6.278	1.828
-6.000	2.587
-6.897	1.349
-6.029	0.927
-6.862	1.243
-5.316	2.843
-6.854	1.774
-5.923	1.972
-5.452	1.823
-5.507	1.891
-4.851	1.178
-5.770	2.279
-5.227	2.977
-5.102	2.360
-5.443	2.105
-5.127	2.425
-5.677	2.063
-5.260	2.903
-5.649	2.944
-4.914	2.627
-4.418	2.061
-4.414	2.515
-4.081	2.294
-4.831	2.892
-4.783	2.514
-4.968	2.863
-4.106	3.939
-4.455	3.485
-4.364	3.285
-4.367	2.078
-4.576	3.065
-4.136	3.287
-3.102	3.977
-3.377	3.847
-3.666	3.505
-4.000	3.614
-4.586	3.002
-4.332	3.225
-4.042	2.215
-4.199	3.421
-4.786	3.288
-4.147	2.579
-3.937	2.076
-3.021	1.860
-3.667	1.260
-3.497	2.407
-3.038	2.243
-4.800	2.366
-3.139	2.423
-3.755	2.612
-3.352	1.846
-3.669	2.007
-3.555	0.008
-2.310	0.598
-2.147	-0.506
-2.875	0.942
-2.008	-0.291
-1.165	-1.705
-2.299	-0.898
-1.916	-1.990
-1.529	-1.065
-1.317	-1.346
-1.318	-0.524
-0.176	-1.910
-0.458	-1.586
-0.526	-0.108
0.626	-1.769
-0.375	-2.771
-1.499	-1.898
-0.883	-0.771
-0.350	-1.101
-0.794	-1.687
-1.461	-1.354
-2.810	-1.833
-4.739	-2.312
-3.193	-3.271
-2.869	-3.400
-2.871	-3.693
-2.801	-3.121
-2.784	-3.757
-2.959	-3.933
-1.856	-3.547
-1.371	-3.464
-1.488	-3.141
-1.713	-3.030
-1.081	-2.062
-1.531	-2.446
-1.073	-2.744
-1.973	-2.062
-1.287	-2.706
-1.255	-2.451
-1.124	-2.400
2.022	-2.349
-1.692	-1.469
-1.303	-1.464
-2.198	-1.242
-1.488	-1.666
-2.474	-2.040
-2.156	-1.683
-1.659	-1.082
-2.888	-1.475
-2.290	-1.214
-2.999	-1.889
-3.417	-1.119
-3.872	-1.237
-2.655	-1.987
-3.489	-1.371
-2.083	-1.646
-3.399	-1.828
-3.893	-1.910
-3.099	-1.934
-3.950	-1.937
-3.959	-0.811
-3.597	-0.941
-3.964	-0.539
-3.694	-0.455
-3.343	-0.692
-3.701	-0.148
-3.634	-0.127
