33.5812	71.5656
27.0738	348.6892
50.0908	57.9947
16.7904	341.5672
50.0908	302.0053
37.5460	315.0000
37.9489	302.9128
23.2449	46.7432
25.7048	60.9656
78.9346	312.2735
31.8580	90.0000
76.0232	335.2250
53.0972	323.1305
41.3960	33.3333
57.1873	201.8016
28.5934	338.1971
53.3619	5.7109
58.0474	293.8343
78.3963	28.3002
70.8401	12.9946
68.2190	20.9342
78.9344	19.6534
67.1627	341.5648
64.5948	260.5380
63.9373	311.6340
41.4702	320.1937
50.3719	288.4349
40.4375	293.1984
27.0748	11.3103
42.8075	352.8758
26.5486	306.8695
41.4696	230.1948
7.3691	38.3940
64.1565	155.5562
29.7640	26.8766
42.8076	7.1255
16.7907	198.4360
32.2973	350.5388
32.0436	83.8300
37.2444	3.6705
38.6552	15.9448
13.5608	293.0521
50.0922	302.0056
32.2975	350.5371
53.4701	322.5992
46.5276	290.0205
72.2184	287.1024
40.4366	113.1990
35.6183	26.5651
27.0748	101.3103
37.5454	278.1305
50.3719	71.5651
34.2019	21.3351
4.2230	35.3510
54.1484	78.6905
16.7907	18.4360
58.4211	88.7418
63.9368	355.2370
56.4418	311.1856
33.5815	288.4360
47.8773	273.5187
54.1484	281.3095
48.9526	347.4716
59.3645	10.3044
33.5815	71.5640
26.5486	233.1305
43.7842	75.9641
32.2975	80.5371
45.0540	315.0000
35.6183	63.4349
23.7457	63.4360
47.4914	333.4360
21.7896	77.0919
38.2887	326.3095
16.7907	341.5640
43.7852	345.9644
23.7453	333.4328
69.2289	32.4709
37.5454	81.8695
32.2973	80.5388
21.7670	282.6460
27.2961	76.5550
23.7457	333.4360
47.4905	296.5645
60.5392	285.2552
79.8217	176.1864
40.4366	336.8010
32.2975	279.4629
78.9334	289.6537
38.2882	303.6892
63.7307	271.2300
45.6756	305.5371
45.3664	339.4443
69.8382	351.2533
54.1477	11.3108
54.6667	299.0552
27.0738	348.6892
48.9526	282.5284
9.4252	304.2903
32.2975	350.5371
